kills,deaths,assists,last_hits,denies,gpm,xpm,duration,skill,match_result
4,9,7,7,0,256,316,1041,2,0
4,6,20,28,2,628,1394,1318,2,1
6,8,17,28,11,369,638,1563,2,1
5,9,7,3,0,239,299,907,2,0
0,5,15,40,0,626,1352,1299,2,1
4,4,7,69,18,407,359,1087,2,1
4,10,16,84,7,707,1538,1707,2,0
9,4,10,101,10,449,571,1556,2,1
16,1,16,97,17,560,737,1448,2,1
3,3,8,67,2,741,1419,1632,2,1
4,6,12,30,1,616,1230,1583,2,1
0,3,8,31,3,555,903,1260,2,1
0,4,8,6,1,143,168,1614,2,0
4,7,11,38,0,530,1064,1090,2,0
1,11,2,14,2,160,231,1460,2,0
5,1,16,58,3,779,1614,1303,2,1
3,5,13,32,4,761,1435,1167,2,1
3,9,15,32,1,603,1374,1726,2,1
0,5,4,23,2,182,246,1514,2,0
7,6,5,49,1,797,1258,1346,2,0
5,8,13,23,2,732,1122,1554,2,1
2,1,14,17,2,292,353,1530,2,1
1,9,8,20,0,218,401,1680,2,0
4,2,14,69,4,376,560,1804,2,1
7,2,14,134,32,545,670,1455,2,1
10,8,13,26,3,653,1163,1591,2,0
3,6,9,105,12,316,396,1696,2,0
6,6,22,10,0,344,427,1471,2,1
3,9,11,32,1,241,415,1732,2,0
6,3,12,14,8,366,522,1538,2,1
8,8,2,80,5,708,591,1335,2,0
0,9,5,24,1,187,287,1465,2,0
5,5,16,55,1,401,487,1649,2,1
6,5,15,35,4,376,503,1608,2,1
6,7,19,50,4,690,1114,1374,2,1
5,8,10,7,1,489,1023,1004,2,0
9,2,8,10,1,374,388,1307,2,1
3,7,4,28,1,396,1225,1313,2,0
0,5,0,39,10,210,230,987,2,0
6,9,5,34,2,778,1165,1654,2,1
4,10,14,48,2,257,304,1715,2,0
12,0,25,44,2,1123,1947,1541,2,1
6,4,15,80,3,331,525,1848,2,0
1,13,3,49,0,296,203,1891,2,0
5,1,9,106,7,401,588,1637,2,1
2,2,8,24,5,290,353,1331,2,1
9,5,27,48,1,994,1753,1460,2,1
10,6,18,58,2,991,1394,1812,2,1
9,1,15,130,14,469,622,1827,2,1
4,8,13,64,2,774,1586,1492,2,1
4,6,22,40,0,339,528,1930,2,1
6,8,14,46,3,354,484,1926,2,1
7,6,8,86,0,944,1278,1894,2,1
9,3,8,66,4,405,680,1623,2,1
6,4,22,50,5,365,584,1844,2,1
4,12,6,109,9,339,466,1866,2,0
2,9,10,9,0,467,1360,1162,2,0
9,2,11,59,0,880,1394,1451,2,1
18,1,7,110,29,612,658,1202,2,1
0,17,8,8,2,154,178,2038,2,0
5,11,11,52,4,282,440,1736,2,0
6,8,12,87,4,305,468,2060,2,0
2,11,13,158,3,871,1121,2013,2,1
5,5,22,34,0,351,560,2028,2,1
2,1,11,5,0,276,264,1019,2,1
6,4,17,82,2,395,633,1826,2,1
18,5,16,69,3,477,799,1967,2,1
3,10,4,74,8,291,297,1494,2,0
1,6,6,9,0,397,1636,1368,2,0
5,10,13,73,1,300,407,1983,2,0
4,5,16,77,2,339,444,2017,2,1
7,12,12,25,2,284,388,1988,2,0
3,10,6,21,0,254,279,1417,2,0
8,11,15,40,5,324,447,1963,2,0
5,4,15,30,4,714,1256,1283,2,1
10,5,24,89,9,458,702,1674,2,1
3,10,8,19,4,245,493,1938,2,0
3,7,5,16,2,191,303,1744,2,0
2,12,7,35,1,268,423,2026,2,0
3,6,3,16,0,389,1479,1239,2,0
5,6,24,23,0,661,1457,1331,2,1
4,7,3,115,14,423,520,1626,2,1
8,5,15,76,18,377,754,1657,2,1
10,5,25,99,11,483,886,1895,2,1
7,4,20,117,14,490,644,1677,2,1
5,10,10,112,15,318,485,1924,2,0
2,16,8,55,6,264,514,2157,2,0
3,2,6,31,2,773,1271,959,2,1
2,2,10,74,3,851,1580,1150,2,1
3,6,14,35,1,742,1514,1150,2,1
5,11,9,18,1,718,1348,1299,2,1
8,1,17,22,1,830,1560,1255,2,1
6,5,17,67,3,923,1538,1431,2,1
0,9,7,13,0,322,1269,1056,2,0
9,4,8,74,8,450,490,1276,2,1
7,6,8,27,4,673,1370,1055,2,0
6,6,8,29,1,606,1299,1304,2,0
6,8,13,32,3,726,1500,1231,2,0
3,8,1,19,0,440,901,783,2,0
4,3,8,40,6,402,335,1017,2,1
9,7,9,17,1,801,1425,1230,2,1
4,6,5,64,3,662,1498,1230,2,1
4,9,7,7,0,256,316,1041,2,0
4,6,20,28,2,628,1394,1318,2,1
5,7,5,37,5,316,491,1539,2,1
9,9,3,96,8,414,575,1524,2,0
6,8,17,28,11,369,638,1563,2,1
5,9,7,3,0,239,299,907,2,0
0,5,15,40,0,626,1352,1299,2,1
4,4,7,69,18,407,359,1087,2,1
4,8,17,31,1,641,1117,1722,2,0
4,10,16,84,7,707,1538,1707,2,0
9,4,10,101,10,449,571,1556,2,1
16,1,16,97,17,560,737,1448,2,1
3,3,8,67,2,741,1419,1632,2,1
4,6,12,30,1,616,1230,1583,2,1
0,3,8,31,3,555,903,1260,2,1
0,4,8,6,1,143,168,1614,2,0
4,7,11,38,0,530,1064,1090,2,0
1,11,2,14,2,160,231,1460,2,0
5,1,16,58,3,779,1614,1303,2,1
3,5,13,32,4,761,1435,1167,2,1
3,9,15,32,1,603,1374,1726,2,1
0,5,4,23,2,182,246,1514,2,0
7,6,5,49,1,797,1258,1346,2,0
5,8,13,23,2,732,1122,1554,2,1
1,12,10,48,2,211,206,1760,2,0
2,1,14,17,2,292,353,1530,2,1
1,9,8,20,0,218,401,1680,2,0
4,2,14,69,4,376,560,1804,2,1
7,2,14,134,32,545,670,1455,2,1
10,8,13,26,3,653,1163,1591,2,0
3,6,9,105,12,316,396,1696,2,0
6,6,22,10,0,344,427,1471,2,1
3,9,11,32,1,241,415,1732,2,0
6,3,12,14,8,366,522,1538,2,1
8,8,2,80,5,708,591,1335,2,0
0,9,5,24,1,187,287,1465,2,0
5,5,16,55,1,401,487,1649,2,1
6,5,15,35,4,376,503,1608,2,1
6,7,19,50,4,690,1114,1374,2,1
5,8,10,7,1,489,1023,1004,2,0
19,7,14,33,0,439,624,1982,2,1
9,2,8,10,1,374,388,1307,2,1
3,7,4,28,1,396,1225,1313,2,0
0,5,0,39,10,210,230,987,2,0
6,9,5,34,2,778,1165,1654,2,1
4,10,14,48,2,257,304,1715,2,0
9,3,11,75,12,379,534,1944,2,1
12,0,25,44,2,1123,1947,1541,2,1
6,4,15,80,3,331,525,1848,2,0
1,13,3,49,0,296,203,1891,2,0
5,1,9,106,7,401,588,1637,2,1
2,2,8,24,5,290,353,1331,2,1
9,5,27,48,1,994,1753,1460,2,1
10,6,18,58,2,991,1394,1812,2,1
9,1,15,130,14,469,622,1827,2,1
4,8,13,64,2,774,1586,1492,2,1
4,6,22,40,0,339,528,1930,2,1
6,8,14,46,3,354,484,1926,2,1
7,6,8,86,0,944,1278,1894,2,1
9,3,8,66,4,405,680,1623,2,1
6,4,22,50,5,365,584,1844,2,1
4,12,6,109,9,339,466,1866,2,0
2,9,10,9,0,467,1360,1162,2,0
9,2,11,59,0,880,1394,1451,2,1
18,1,7,110,29,612,658,1202,2,1
0,17,8,8,2,154,178,2038,2,0
5,11,11,52,4,282,440,1736,2,0
6,8,12,87,4,305,468,2060,2,0
2,11,13,158,3,871,1121,2013,2,1
5,5,22,34,0,351,560,2028,2,1
2,1,11,5,0,276,264,1019,2,1
6,4,17,82,2,395,633,1826,2,1
8,4,18,72,4,334,539,1917,2,1
18,5,16,69,3,477,799,1967,2,1
3,10,4,74,8,291,297,1494,2,0
1,6,6,9,0,397,1636,1368,2,0
5,10,13,73,1,300,407,1983,2,0
4,5,16,77,2,339,444,2017,2,1
7,12,12,25,2,284,388,1988,2,0
3,10,6,21,0,254,279,1417,2,0
8,11,15,40,5,324,447,1963,2,0
5,4,15,30,4,714,1256,1283,2,1
10,5,24,89,9,458,702,1674,2,1
3,10,8,19,4,245,493,1938,2,0
3,7,5,16,2,191,303,1744,2,0
3,2,6,31,2,773,1271,959,2,1
7,8,19,5,0,741,1501,1178,2,1
11,1,9,45,0,1016,1515,1320,2,1
2,2,10,74,3,851,1580,1150,2,1
3,6,14,35,1,742,1514,1150,2,1
5,11,9,18,1,718,1348,1299,2,1
8,1,17,22,1,830,1560,1255,2,1
6,5,17,67,3,923,1538,1431,2,1
7,4,10,41,0,725,1408,1468,2,1
0,9,7,13,0,322,1269,1056,2,0
9,4,8,74,8,450,490,1276,2,1
7,6,8,27,4,673,1370,1055,2,0
6,6,8,29,1,606,1299,1304,2,0
10,7,14,124,10,1042,1587,1536,2,0
6,7,16,102,2,476,437,1457,2,1
1,10,3,27,3,213,255,1413,2,0
6,8,13,32,3,726,1500,1231,2,0
3,8,1,19,0,440,901,783,2,0
4,3,8,40,6,402,335,1017,2,1
9,7,9,17,1,801,1425,1230,2,1
4,6,5,64,3,662,1498,1230,2,1
4,9,7,7,0,256,316,1041,2,0
4,6,20,28,2,628,1394,1318,2,1
5,7,5,37,5,316,491,1539,2,1
9,9,3,96,8,414,575,1524,2,0
6,8,17,28,11,369,638,1563,2,1
5,9,7,3,0,239,299,907,2,0
0,5,15,40,0,626,1352,1299,2,1
13,2,13,44,4,421,583,1562,2,1
4,4,7,69,18,407,359,1087,2,1
4,8,17,31,1,641,1117,1722,2,0
4,10,16,84,7,707,1538,1707,2,0
9,4,10,101,10,449,571,1556,2,1
16,1,16,97,17,560,737,1448,2,1
3,3,8,67,2,741,1419,1632,2,1
4,6,12,30,1,616,1230,1583,2,1
0,3,8,31,3,555,903,1260,2,1
0,4,8,6,1,143,168,1614,2,0
4,7,11,38,0,530,1064,1090,2,0
1,11,2,14,2,160,231,1460,2,0
5,1,16,58,3,779,1614,1303,2,1
3,5,13,32,4,761,1435,1167,2,1
3,9,15,32,1,603,1374,1726,2,1
0,5,4,23,2,182,246,1514,2,0
7,6,5,49,1,797,1258,1346,2,0
5,8,13,23,2,732,1122,1554,2,1
1,12,10,48,2,211,206,1760,2,0
2,1,14,17,2,292,353,1530,2,1
1,9,8,20,0,218,401,1680,2,0
10,12,13,43,4,316,488,1891,2,0
4,2,14,69,4,376,560,1804,2,1
7,2,14,134,32,545,670,1455,2,1
10,8,13,26,3,653,1163,1591,2,0
3,6,9,105,12,316,396,1696,2,0
6,6,22,10,0,344,427,1471,2,1
3,9,11,32,1,241,415,1732,2,0
6,3,12,14,8,366,522,1538,2,1
8,8,2,80,5,708,591,1335,2,0
0,9,5,24,1,187,287,1465,2,0
5,5,16,55,1,401,487,1649,2,1
6,5,15,35,4,376,503,1608,2,1
6,7,19,50,4,690,1114,1374,2,1
5,8,10,7,1,489,1023,1004,2,0
19,7,14,33,0,439,624,1982,2,1
9,2,8,10,1,374,388,1307,2,1
3,7,4,28,1,396,1225,1313,2,0
0,5,0,39,10,210,230,987,2,0
6,9,5,34,2,778,1165,1654,2,1
4,10,14,48,2,257,304,1715,2,0
9,3,11,75,12,379,534,1944,2,1
12,0,25,44,2,1123,1947,1541,2,1
6,4,15,80,3,331,525,1848,2,0
1,13,3,49,0,296,203,1891,2,0
5,1,9,106,7,401,588,1637,2,1
2,2,8,24,5,290,353,1331,2,1
9,5,27,48,1,994,1753,1460,2,1
10,6,18,58,2,991,1394,1812,2,1
13,11,11,61,0,322,482,2091,2,0
9,10,7,116,10,436,611,1776,2,0
9,1,15,130,14,469,622,1827,2,1
4,8,13,64,2,774,1586,1492,2,1
4,6,22,40,0,339,528,1930,2,1
6,8,14,46,3,354,484,1926,2,1
7,6,8,86,0,944,1278,1894,2,1
9,3,8,66,4,405,680,1623,2,1
6,4,22,50,5,365,584,1844,2,1
4,12,6,109,9,339,466,1866,2,0
2,9,10,9,0,467,1360,1162,2,0
9,2,11,59,0,880,1394,1451,2,1
18,1,7,110,29,612,658,1202,2,1
0,17,8,8,2,154,178,2038,2,0
5,11,11,52,4,282,440,1736,2,0
6,8,12,87,4,305,468,2060,2,0
2,11,13,158,3,871,1121,2013,2,1
5,5,22,34,0,351,560,2028,2,1
2,1,11,5,0,276,264,1019,2,1
6,4,17,82,2,395,633,1826,2,1
8,4,18,72,4,334,539,1917,2,1
18,5,16,69,3,477,799,1967,2,1
3,10,4,74,8,291,297,1494,2,0
3,2,6,31,2,773,1271,959,2,1
7,8,19,5,0,741,1501,1178,2,1
2,7,10,36,5,640,1505,1310,2,0
11,1,9,45,0,1016,1515,1320,2,1
2,2,10,74,3,851,1580,1150,2,1
3,6,14,35,1,742,1514,1150,2,1
5,11,9,18,1,718,1348,1299,2,1
8,1,17,22,1,830,1560,1255,2,1
6,5,17,67,3,923,1538,1431,2,1
7,4,10,41,0,725,1408,1468,2,1
0,9,7,13,0,322,1269,1056,2,0
9,4,8,74,8,450,490,1276,2,1
7,6,8,27,4,673,1370,1055,2,0
6,6,8,29,1,606,1299,1304,2,0
10,7,14,124,10,1042,1587,1536,2,0
6,7,16,102,2,476,437,1457,2,1
1,10,3,27,3,213,255,1413,2,0
6,8,13,32,3,726,1500,1231,2,0
3,8,1,19,0,440,901,783,2,0
4,3,8,40,6,402,335,1017,2,1
9,7,9,17,1,801,1425,1230,2,1
4,6,5,64,3,662,1498,1230,2,1
4,9,7,7,0,256,316,1041,2,0
4,6,20,28,2,628,1394,1318,2,1
5,7,5,37,5,316,491,1539,2,1
9,9,3,96,8,414,575,1524,2,0
6,8,17,28,11,369,638,1563,2,1
5,9,7,3,0,239,299,907,2,0
0,5,15,40,0,626,1352,1299,2,1
13,2,13,44,4,421,583,1562,2,1
4,4,7,69,18,407,359,1087,2,1
4,8,17,31,1,641,1117,1722,2,0
4,10,16,84,7,707,1538,1707,2,0
9,4,10,101,10,449,571,1556,2,1
16,1,16,97,17,560,737,1448,2,1
3,3,8,67,2,741,1419,1632,2,1
4,6,12,30,1,616,1230,1583,2,1
0,3,8,31,3,555,903,1260,2,1
0,4,8,6,1,143,168,1614,2,0
6,10,15,60,1,372,455,1704,2,1
4,7,11,38,0,530,1064,1090,2,0
1,11,2,14,2,160,231,1460,2,0
5,1,16,58,3,779,1614,1303,2,1
3,5,13,32,4,761,1435,1167,2,1
3,9,15,32,1,603,1374,1726,2,1
0,5,4,23,2,182,246,1514,2,0
7,6,5,49,1,797,1258,1346,2,0
5,8,13,23,2,732,1122,1554,2,1
14,2,17,65,8,477,752,1817,2,1
1,12,10,48,2,211,206,1760,2,0
2,1,14,17,2,292,353,1530,2,1
1,9,8,20,0,218,401,1680,2,0
10,12,13,43,4,316,488,1891,2,0
4,2,14,69,4,376,560,1804,2,1
7,2,14,134,32,545,670,1455,2,1
10,8,13,26,3,653,1163,1591,2,0
3,6,9,105,12,316,396,1696,2,0
6,6,22,10,0,344,427,1471,2,1
3,9,11,32,1,241,415,1732,2,0
6,3,12,14,8,366,522,1538,2,1
8,8,2,80,5,708,591,1335,2,0
0,9,5,24,1,187,287,1465,2,0
5,5,16,55,1,401,487,1649,2,1
6,5,15,35,4,376,503,1608,2,1
6,7,19,50,4,690,1114,1374,2,1
5,8,10,7,1,489,1023,1004,2,0
19,7,14,33,0,439,624,1982,2,1
9,2,8,10,1,374,388,1307,2,1
3,7,4,28,1,396,1225,1313,2,0
0,5,0,39,10,210,230,987,2,0
6,9,5,34,2,778,1165,1654,2,1
4,10,14,48,2,257,304,1715,2,0
9,3,11,75,12,379,534,1944,2,1
12,0,25,44,2,1123,1947,1541,2,1
6,4,15,80,3,331,525,1848,2,0
1,13,3,49,0,296,203,1891,2,0
5,1,9,106,7,401,588,1637,2,1
2,2,8,24,5,290,353,1331,2,1
9,5,27,48,1,994,1753,1460,2,1
10,6,18,58,2,991,1394,1812,2,1
13,11,11,61,0,322,482,2091,2,0
9,10,7,116,10,436,611,1776,2,0
9,1,15,130,14,469,622,1827,2,1
4,8,13,64,2,774,1586,1492,2,1
4,6,22,40,0,339,528,1930,2,1
6,8,14,46,3,354,484,1926,2,1
7,6,8,86,0,944,1278,1894,2,1
9,3,8,66,4,405,680,1623,2,1
6,4,22,50,5,365,584,1844,2,1
4,12,6,109,9,339,466,1866,2,0
2,9,10,9,0,467,1360,1162,2,0
9,2,11,59,0,880,1394,1451,2,1
18,1,7,110,29,612,658,1202,2,1
0,17,8,8,2,154,178,2038,2,0
5,11,11,52,4,282,440,1736,2,0
6,8,19,97,0,390,719,2212,2,1
6,8,12,87,4,305,468,2060,2,0
2,11,13,158,3,871,1121,2013,2,1
5,5,22,34,0,351,560,2028,2,1
2,1,11,5,0,276,264,1019,2,1
2,3,17,31,0,718,1350,1066,2,1
3,2,6,31,2,773,1271,959,2,1
7,8,19,5,0,741,1501,1178,2,1
2,7,10,36,5,640,1505,1310,2,0
11,1,9,45,0,1016,1515,1320,2,1
2,2,10,74,3,851,1580,1150,2,1
3,6,14,35,1,742,1514,1150,2,1
5,11,9,18,1,718,1348,1299,2,1
8,1,17,22,1,830,1560,1255,2,1
6,5,17,67,3,923,1538,1431,2,1
7,4,10,41,0,725,1408,1468,2,1
0,9,7,13,0,322,1269,1056,2,0
9,4,8,74,8,450,490,1276,2,1
7,6,8,27,4,673,1370,1055,2,0
6,6,8,29,1,606,1299,1304,2,0
10,7,14,124,10,1042,1587,1536,2,0
6,7,16,102,2,476,437,1457,2,1
1,10,3,27,3,213,255,1413,2,0
6,8,13,32,3,726,1500,1231,2,0
3,8,1,19,0,440,901,783,2,0
4,3,8,40,6,402,335,1017,2,1
9,7,9,17,1,801,1425,1230,2,1
4,6,5,64,3,662,1498,1230,2,1
1,11,4,30,4,199,238,1589,2,0
4,9,7,7,0,256,316,1041,2,0
4,6,20,28,2,628,1394,1318,2,1
5,7,5,37,5,316,491,1539,2,1
2,11,6,59,14,229,273,1698,2,0
9,9,3,96,8,414,575,1524,2,0
6,8,17,28,11,369,638,1563,2,1
5,9,7,3,0,239,299,907,2,0
0,5,15,40,0,626,1352,1299,2,1
13,2,13,44,4,421,583,1562,2,1
4,4,7,69,18,407,359,1087,2,1
4,8,17,31,1,641,1117,1722,2,0
4,10,16,84,7,707,1538,1707,2,0
9,4,10,101,10,449,571,1556,2,1
16,1,16,97,17,560,737,1448,2,1
3,3,8,67,2,741,1419,1632,2,1
4,6,12,30,1,616,1230,1583,2,1
0,3,8,31,3,555,903,1260,2,1
0,4,8,6,1,143,168,1614,2,0
5,8,22,70,10,368,632,1820,2,1
6,10,15,60,1,372,455,1704,2,1
4,7,11,38,0,530,1064,1090,2,0
1,11,2,14,2,160,231,1460,2,0
5,1,16,58,3,779,1614,1303,2,1
3,5,13,32,4,761,1435,1167,2,1
3,11,9,34,0,247,338,1786,2,0
3,9,15,32,1,603,1374,1726,2,1
0,5,4,23,2,182,246,1514,2,0
7,6,5,49,1,797,1258,1346,2,0
5,8,13,23,2,732,1122,1554,2,1
14,2,17,65,8,477,752,1817,2,1
1,12,10,48,2,211,206,1760,2,0
2,1,14,17,2,292,353,1530,2,1
1,9,8,20,0,218,401,1680,2,0
10,12,13,43,4,316,488,1891,2,0
4,2,14,69,4,376,560,1804,2,1
7,2,14,134,32,545,670,1455,2,1
10,8,13,26,3,653,1163,1591,2,0
3,6,9,105,12,316,396,1696,2,0
6,6,22,10,0,344,427,1471,2,1
3,9,11,32,1,241,415,1732,2,0
6,3,12,14,8,366,522,1538,2,1
12,2,12,114,22,472,671,1862,2,1
8,8,2,80,5,708,591,1335,2,0
0,9,5,24,1,187,287,1465,2,0
5,5,16,55,1,401,487,1649,2,1
6,5,15,35,4,376,503,1608,2,1
6,7,19,50,4,690,1114,1374,2,1
5,8,10,7,1,489,1023,1004,2,0
19,7,14,33,0,439,624,1982,2,1
9,2,8,10,1,374,388,1307,2,1
3,7,4,28,1,396,1225,1313,2,0
0,5,0,39,10,210,230,987,2,0
6,9,5,34,2,778,1165,1654,2,1
4,10,14,48,2,257,304,1715,2,0
9,3,11,75,12,379,534,1944,2,1
12,0,25,44,2,1123,1947,1541,2,1
6,4,15,80,3,331,525,1848,2,0
1,13,3,49,0,296,203,1891,2,0
5,1,9,106,7,401,588,1637,2,1
2,2,8,24,5,290,353,1331,2,1
9,5,27,48,1,994,1753,1460,2,1
10,6,18,58,2,991,1394,1812,2,1
13,11,11,61,0,322,482,2091,2,0
9,10,7,116,10,436,611,1776,2,0
9,1,15,130,14,469,622,1827,2,1
4,8,13,64,2,774,1586,1492,2,1
4,6,22,40,0,339,528,1930,2,1
6,8,14,46,3,354,484,1926,2,1
7,6,8,86,0,944,1278,1894,2,1
9,3,8,66,4,405,680,1623,2,1
6,4,22,50,5,365,584,1844,2,1
4,12,6,109,9,339,466,1866,2,0
2,9,10,9,0,467,1360,1162,2,0
9,2,11,59,0,880,1394,1451,2,1
18,1,7,110,29,612,658,1202,2,1
0,17,8,8,2,154,178,2038,2,0
2,3,17,31,0,718,1350,1066,2,1
3,2,6,31,2,773,1271,959,2,1
7,8,19,5,0,741,1501,1178,2,1
2,7,10,36,5,640,1505,1310,2,0
11,1,9,45,0,1016,1515,1320,2,1
2,2,10,74,3,851,1580,1150,2,1
3,6,14,35,1,742,1514,1150,2,1
5,11,9,18,1,718,1348,1299,2,1
8,1,17,22,1,830,1560,1255,2,1
6,5,17,67,3,923,1538,1431,2,1
7,4,10,41,0,725,1408,1468,2,1
0,9,7,13,0,322,1269,1056,2,0
9,4,8,74,8,450,490,1276,2,1
7,6,8,27,4,673,1370,1055,2,0
6,6,8,29,1,606,1299,1304,2,0
10,7,14,124,10,1042,1587,1536,2,0
6,7,16,102,2,476,437,1457,2,1
1,10,3,27,3,213,255,1413,2,0
6,8,13,32,3,726,1500,1231,2,0
3,8,1,19,0,440,901,783,2,0
4,3,8,40,6,402,335,1017,2,1
9,7,9,17,1,801,1425,1230,2,1
4,6,5,64,3,662,1498,1230,2,1
1,11,4,30,4,199,238,1589,2,0
4,9,7,7,0,256,316,1041,2,0
4,6,20,28,2,628,1394,1318,2,1
5,7,5,37,5,316,491,1539,2,1
2,11,6,59,14,229,273,1698,2,0
9,9,3,96,8,414,575,1524,2,0
6,8,17,28,11,369,638,1563,2,1
5,9,7,3,0,239,299,907,2,0
0,5,15,40,0,626,1352,1299,2,1
13,2,13,44,4,421,583,1562,2,1
4,4,7,69,18,407,359,1087,2,1
4,8,17,31,1,641,1117,1722,2,0
4,10,16,84,7,707,1538,1707,2,0
9,4,10,101,10,449,571,1556,2,1
16,1,16,97,17,560,737,1448,2,1
3,3,8,67,2,741,1419,1632,2,1
4,6,12,30,1,616,1230,1583,2,1
0,3,8,31,3,555,903,1260,2,1
0,4,8,6,1,143,168,1614,2,0
5,8,22,70,10,368,632,1820,2,1
6,10,15,60,1,372,455,1704,2,1
4,7,11,38,0,530,1064,1090,2,0
1,11,2,14,2,160,231,1460,2,0
5,1,16,58,3,779,1614,1303,2,1
3,5,13,32,4,761,1435,1167,2,1
3,11,9,34,0,247,338,1786,2,0
3,9,15,32,1,603,1374,1726,2,1
0,5,4,23,2,182,246,1514,2,0
7,6,5,49,1,797,1258,1346,2,0
5,8,13,23,2,732,1122,1554,2,1
14,2,17,65,8,477,752,1817,2,1
1,12,10,48,2,211,206,1760,2,0
2,1,14,17,2,292,353,1530,2,1
1,9,8,20,0,218,401,1680,2,0
10,12,13,43,4,316,488,1891,2,0
4,2,14,69,4,376,560,1804,2,1
7,2,14,134,32,545,670,1455,2,1
10,8,13,26,3,653,1163,1591,2,0
3,6,9,105,12,316,396,1696,2,0
6,6,22,10,0,344,427,1471,2,1
3,9,11,32,1,241,415,1732,2,0
6,3,12,14,8,366,522,1538,2,1
12,2,12,114,22,472,671,1862,2,1
8,8,2,80,5,708,591,1335,2,0
0,9,5,24,1,187,287,1465,2,0
5,5,16,55,1,401,487,1649,2,1
6,5,15,35,4,376,503,1608,2,1
6,7,19,50,4,690,1114,1374,2,1
5,8,10,7,1,489,1023,1004,2,0
19,7,14,33,0,439,624,1982,2,1
9,2,8,10,1,374,388,1307,2,1
3,7,4,28,1,396,1225,1313,2,0
0,5,0,39,10,210,230,987,2,0
6,9,5,34,2,778,1165,1654,2,1
4,10,14,48,2,257,304,1715,2,0
9,3,11,75,12,379,534,1944,2,1
12,0,25,44,2,1123,1947,1541,2,1
6,4,15,80,3,331,525,1848,2,0
1,13,3,49,0,296,203,1891,2,0
5,1,9,106,7,401,588,1637,2,1
2,2,8,24,5,290,353,1331,2,1
9,5,27,48,1,994,1753,1460,2,1
10,6,18,58,2,991,1394,1812,2,1
13,11,11,61,0,322,482,2091,2,0
9,10,7,116,10,436,611,1776,2,0
9,1,15,130,14,469,622,1827,2,1
4,8,13,64,2,774,1586,1492,2,1
4,6,22,40,0,339,528,1930,2,1
6,8,14,46,3,354,484,1926,2,1
7,6,8,86,0,944,1278,1894,2,1
9,3,8,66,4,405,680,1623,2,1
6,4,22,50,5,365,584,1844,2,1
4,12,6,109,9,339,466,1866,2,0
2,9,10,9,0,467,1360,1162,2,0
9,2,11,59,0,880,1394,1451,2,1
18,1,7,110,29,612,658,1202,2,1
0,17,8,8,2,154,178,2038,2,0
0,3,4,42,4,426,1086,948,2,0
2,3,17,31,0,718,1350,1066,2,1
3,2,6,31,2,773,1271,959,2,1
7,8,19,5,0,741,1501,1178,2,1
2,7,10,36,5,640,1505,1310,2,0
11,1,9,45,0,1016,1515,1320,2,1
2,2,10,74,3,851,1580,1150,2,1
3,6,14,35,1,742,1514,1150,2,1
5,11,9,18,1,718,1348,1299,2,1
8,1,17,22,1,830,1560,1255,2,1
6,5,17,67,3,923,1538,1431,2,1
7,4,10,41,0,725,1408,1468,2,1
0,9,7,13,0,322,1269,1056,2,0
9,4,8,74,8,450,490,1276,2,1
7,6,8,27,4,673,1370,1055,2,0
6,6,8,29,1,606,1299,1304,2,0
7,2,7,108,13,503,621,1518,2,1
10,7,14,124,10,1042,1587,1536,2,0
3,8,6,50,1,496,988,1696,2,0
6,7,16,102,2,476,437,1457,2,1
1,10,3,27,3,213,255,1413,2,0
6,8,13,32,3,726,1500,1231,2,0
3,8,1,19,0,440,901,783,2,0
4,3,8,40,6,402,335,1017,2,1
9,7,9,17,1,801,1425,1230,2,1
4,6,5,64,3,662,1498,1230,2,1
1,11,4,30,4,199,238,1589,2,0
4,9,7,7,0,256,316,1041,2,0
4,6,20,28,2,628,1394,1318,2,1
5,7,5,37,5,316,491,1539,2,1
2,11,6,59,14,229,273,1698,2,0
9,9,3,96,8,414,575,1524,2,0
6,8,17,28,11,369,638,1563,2,1
5,9,7,3,0,239,299,907,2,0
0,5,15,40,0,626,1352,1299,2,1
13,2,13,44,4,421,583,1562,2,1
4,4,7,69,18,407,359,1087,2,1
4,8,17,31,1,641,1117,1722,2,0
4,10,16,84,7,707,1538,1707,2,0
9,4,10,101,10,449,571,1556,2,1
5,10,7,58,8,269,377,1797,2,0
16,1,16,97,17,560,737,1448,2,1
23,1,11,131,15,583,738,1784,2,1
3,3,8,67,2,741,1419,1632,2,1
4,6,12,30,1,616,1230,1583,2,1
0,3,8,31,3,555,903,1260,2,1
0,4,8,6,1,143,168,1614,2,0
5,8,22,70,10,368,632,1820,2,1
6,10,15,60,1,372,455,1704,2,1
4,7,11,38,0,530,1064,1090,2,0
1,11,2,14,2,160,231,1460,2,0
5,1,16,58,3,779,1614,1303,2,1
3,5,13,32,4,761,1435,1167,2,1
3,11,9,34,0,247,338,1786,2,0
2,7,6,28,4,283,296,1700,2,0
3,9,15,32,1,603,1374,1726,2,1
0,5,4,23,2,182,246,1514,2,0
7,6,5,49,1,797,1258,1346,2,0
5,8,13,23,2,732,1122,1554,2,1
14,2,17,65,8,477,752,1817,2,1
1,12,10,48,2,211,206,1760,2,0
2,1,14,17,2,292,353,1530,2,1
1,9,8,20,0,218,401,1680,2,0
10,12,13,43,4,316,488,1891,2,0
4,2,14,69,4,376,560,1804,2,1
